Mata_Uang,Usia,Gender,Plan,Term,PPP,100_Ribu,150_Ribu,200_Ribu,250_Ribu,300_Ribu,350_Ribu,500_Ribu,750_Ribu,1_Juta,5_Juta
USD,58,PRIA,Flexi Amanah,10,10,2704,4056,5408,6760,8112,9464,13520,20280,27040,135200
USD,58,PRIA,Flexi Berkah,52,5,18139,27209,36278,45348,54417,63487,84650,126975,169300,846500
USD,58,PRIA,Flexi Berkah,,10,9448,14172,18896,23620,28344,33068,47240,70000,88180,440900
USD,58,PRIA,Flexi Berkah,,15,6901,9705,12940,16175,19410,22645,32350,48525,64700,301900
USD,58,PRIA,Flexi Cermat,15,5,18197,27296,36394,45493,54591,63690,90985,136478,181970,909850
USD,58,PRIA,Flexi Cermat,,10,9736,14604,19472,24340,29208,34076,48680,73020,97360,486800
USD,58,PRIA,Flexi Cermat,25,5,16157,24236,32314,40393,48471,56550,75400,113100,150800,754000
USD,58,PRIA,Flexi Cermat,,10,8293,12440,16586,20733,24879,29026,41465,62198,77400,387000
USD,58,PRIA,Flexi Cermat,,15,6050,8508,11344,14180,17016,19852,28360,42540,56720,264650
USD,58,PRIA,Flexi Cermat,35,5,15479,23219,30958,38698,46437,54177,72235,108353,144470,722350
USD,58,PRIA,Flexi Cermat,,10,7947,11921,15894,19868,23841,27815,39735,59603,74170,370850
USD,58,PRIA,Flexi Cermat,,15,5867,8252,11002,13753,16503,19254,27505,41258,55010,256700
IDR,58,WANITA,Flexi Amanah,YRT,1,11.4,17.1,22.8,28.5,34.2,39.9,57.0,85.5,114.0,570.0
IDR,58,WANITA,Flexi Amanah,5,5,13.3,20.0,26.7,33.4,40.0,46.7,66.7,100.1,133.4,667.0
IDR,58,WANITA,Flexi Amanah,10,10,15.8,23.6,31.5,39.4,47.3,55.2,78.8,118.2,157.6,788.0
IDR,58,WANITA,Flexi Berkah,52,5,135.7,203.6,271.5,339.4,407.2,475.1,678.7,950.2,1,266.9,6,334.5
IDR,58,WANITA,Flexi Berkah,,10,70.7,99.4,132.6,165.7,198.8,232.0,331.4,497.1,662.8,3,093.0
IDR,58,WANITA,Flexi Berkah,,15,50.7,75.0,95.1,118.9,142.7,166.5,237.8,356.7,475.6,2,219.5
IDR,58,WANITA,Flexi Cermat,15,5,150.0,225.0,300.0,375.0,450.0,525.0,750.0,1,124.9,1,499.9,7,499.5
IDR,58,WANITA,Flexi Cermat,,10,86.9,130.3,173.7,217.2,260.6,304.0,434.3,651.5,868.6,4,343.0
IDR,58,WANITA,Flexi Cermat,25,5,95.5,143.2,190.9,238.6,286.4,334.1,477.3,700.0,890.8,4,454.0
IDR,58,WANITA,Flexi Cermat,,10,55.5,78.1,104.1,130.2,156.2,182.2,260.4,390.5,520.7,2,430.0
IDR,58,WANITA,Flexi Cermat,,15,40.2,60.2,75.3,94.1,112.9,131.7,188.2,282.3,376.4,1,756.5
IDR,58,WANITA,Flexi Cermat,35,5,77.7,116.6,155.4,194.3,233.1,272.0,388.6,582.8,725.3,3,626.5
IDR,58,WANITA,Flexi Cermat,,10,44.1,66.1,82.6,103.3,123.9,144.6,206.5,309.8,413.0,1,927.5
IDR,58,WANITA,Flexi Cermat,,15,31.0,46.5,62.0,75.0,87.2,101.8,145.4,218.1,290.8,1,357.0
USD,58,WANITA,Flexi Amanah,YRT,1,1140,1710,2280,2850,3420,3990,5700,8550,11400,57000
USD,58,WANITA,Flexi Amanah,5,5,1334,2001,2668,3335,4002,4669,6670,10005,13340,66700
USD,58,WANITA,Flexi Amanah,10,10,1576,2364,3152,3940,4728,5516,7880,11820,15760,78800
USD,58,WANITA,Flexi Berkah,52,5,17270,25905,34540,43175,51810,60445,80595,120893,161190,805950
USD,58,WANITA,Flexi Berkah,,10,8995,13493,17990,22488,26985,31483,44975,67463,83950,419750
USD,58,WANITA,Flexi Berkah,,15,6662,9368,12490,15613,18735,21858,31225,46838,62450,291450
USD,58,WANITA,Flexi Cermat,15,5,18185,27278,36370,45463,54555,63648,90925,136388,181850,909250
USD,58,WANITA,Flexi Cermat,,10,9637,14456,19274,24093,28911,33730,48185,72278,96370,481850
USD,58,WANITA,Flexi Cermat,25,5,15653,23480,31306,39133,46959,54786,73050,109575,146100,730500
USD,58,WANITA,Flexi Cermat,,10,8120,12180,16240,20300,24360,28420,40600,60900,75780,378900
USD,58,WANITA,Flexi Cermat,,15,5856,8235,10980,13725,16470,19215,27450,41175,54900,256200
USD,58,WANITA,Flexi Cermat,35,5,14615,21923,29230,36538,43845,51153,70000,102308,136410,682050
USD,58,WANITA,Flexi Cermat,,10,7532,11298,15064,18830,22596,26362,37660,56490,70290,351450
USD,58,WANITA,Flexi Cermat,,15,5537,7787,10382,12978,15573,18169,25955,38933,51910,242250
IDR,59,PRIA,Flexi Amanah,YRT,1,20.3,30.4,40.6,50.7,60.8,71.0,101.4,152.1,202.8,1,014.0
IDR,59,PRIA,Flexi Amanah,5,5,24.5,36.8,49.0,61.3,73.5,85.8,122.5,183.8,245.0,1,225.0
IDR,59,PRIA,Flexi Amanah,10,10,29.6,44.4,59.2,74.0,88.7,103.5,147.9,221.9,295.8,1,479.0
IDR,59,PRIA,Flexi Berkah,51,5,151.5,227.3,303.0,378.8,454.6,530.3,707.1,1,060.7,1,414.2,7,071.0
IDR,59,PRIA,Flexi Berkah,,10,78.9,118.4,157.8,197.3,236.8,276.2,394.6,591.9,736.6,3,683.0
IDR,59,PRIA,Flexi Berkah,,15,56.6,79.6,106.2,132.7,159.3,185.8,265.5,398.2,530.9,2,477.5
IDR,59,PRIA,Flexi Cermat,15,5,159.4,239.0,318.7,398.4,478.1,557.8,796.8,1,195.2,1,593.6,7,968.0
IDR,59,PRIA,Flexi Cermat,,10,90.2,135.2,180.3,225.4,270.5,315.6,450.8,676.2,901.6,4,508.0
IDR,59,PRIA,Flexi Cermat,25,5,112.8,169.1,225.5,281.9,338.3,394.6,563.8,789.2,1,052.3,5,261.5
IDR,59,PRIA,Flexi Cermat,,10,66.8,94.0,125.3,156.6,187.9,219.2,313.2,469.8,626.4,2,923.0
IDR,59,PRIA,Flexi Cermat,,15,50.9,75.0,95.5,119.4,143.3,167.1,238.8,358.1,477.5,2,228.0
IDR,59,PRIA,Flexi Cermat,35,5,101.2,151.9,202.5,253.1,303.7,354.3,506.2,708.7,944.9,4,724.5
IDR,59,PRIA,Flexi Cermat,,10,58.3,82.0,109.4,136.7,164.0,191.4,273.4,410.1,546.8,2,551.5
IDR,59,PRIA,Flexi Cermat,,15,44.3,66.5,83.1,103.9,124.7,145.4,207.8,311.6,415.5,1,939.0
USD,59,PRIA,Flexi Amanah,YRT,1,2028,3042,4056,5070,6084,7098,10140,15210,20280,101400
USD,59,PRIA,Flexi Amanah,5,5,2450,3675,4900,6125,7350,8575,12250,18375,24500,122500
USD,59,PRIA,Flexi Amanah,10,10,2958,4437,5916,7395,8874,10353,14790,22185,29580,147900
USD,59,PRIA,Flexi Berkah,51,5,18494,27741,36988,46235,55482,64729,86305,129458,172610,863050
USD,59,PRIA,Flexi Berkah,,10,9632,14448,19264,24080,28896,33712,48160,70000,89900,449500
USD,59,PRIA,Flexi Berkah,,15,7005,9851,13134,16418,19701,22985,32835,49253,65670,306450
USD,59,PRIA,Flexi Cermat,15,5,18265,27398,36530,45663,54795,63928,91325,136988,182650,913250
USD,59,PRIA,Flexi Cermat,,10,9761,14642,19522,24403,29283,34164,48805,73208,97610,488050
USD,59,PRIA,Flexi Cermat,25,5,16332,24498,32664,40830,48996,57162,76215,114323,152430,762150
USD,59,PRIA,Flexi Cermat,,10,8384,12576,16768,20960,25152,29344,41920,62880,78250,391250
USD,59,PRIA,Flexi Cermat,,15,6153,8652,11536,14420,17304,20188,28840,43260,57680,269200
USD,59,PRIA,Flexi Cermat,35,5,15914,23871,31828,39785,47742,55699,74265,111398,148530,742650
USD,59,PRIA,Flexi Cermat,,10,8174,12261,16348,20435,24522,28609,40870,61305,76290,381450
USD,59,PRIA,Flexi Cermat,,15,6018,8463,11284,14105,16926,19747,28210,42315,56420,263250
IDR,59,WANITA,Flexi Amanah,YRT,1,12.1,18.1,24.1,30.2,36.2,42.2,60.3,90.5,120.6,603.0
IDR,59,WANITA,Flexi Amanah,5,5,14.3,21.5,28.6,35.8,43.0,50.1,71.6,107.4,143.2,716.0
IDR,59,WANITA,Flexi Amanah,10,10,17.1,25.6,34.2,42.7,51.2,59.8,85.4,128.1,170.8,854.0
IDR,59,WANITA,Flexi Berkah,51,5,137.0,205.5,273.9,342.4,410.9,479.4,684.9,958.8,1,278.4,6,392.0
IDR,59,WANITA,Flexi Berkah,,10,71.3,100.3,133.8,167.2,200.6,234.1,334.4,501.6,668.8,3,121.0
IDR,59,WANITA,Flexi Berkah,,15,50.9,75.0,95.3,119.2,143.0,166.8,238.4,357.5,476.7,2,224.5
IDR,59,WANITA,Flexi Cermat,15,5,150.8,226.2,301.6,377.0,452.4,527.8,754.1,1,131.1,1,508.1,7,540.5
IDR,59,WANITA,Flexi Cermat,,10,87.5,131.3,175.1,218.9,262.6,306.4,437.7,656.6,875.4,4,377.0
IDR,59,WANITA,Flexi Cermat,25,5,97.0,145.4,193.9,242.4,290.9,339.3,484.8,700.0,904.8,4,524.0
IDR,59,WANITA,Flexi Cermat,,10,56.3,79.2,105.6,132.1,158.5,184.9,264.1,396.2,528.2,2,464.5
IDR,59,WANITA,Flexi Cermat,,15,40.8,61.2,76.5,95.7,114.8,133.9,191.3,287.0,382.6,1,785.5
IDR,59,WANITA,Flexi Cermat,35,5,82.1,123.2,164.2,205.3,246.3,287.4,410.5,615.8,766.2,3,831.0
IDR,59,WANITA,Flexi Cermat,,10,46.2,69.3,86.6,108.3,129.9,151.6,216.6,324.8,433.1,2,021.5
IDR,59,WANITA,Flexi Cermat,,15,32.3,48.5,64.7,75.8,90.9,106.1,151.6,227.3,303.1,1,414.5
USD,59,WANITA,Flexi Amanah,YRT,1,1206,1809,2412,3015,3618,4221,6030,9045,12060,60300
USD,59,WANITA,Flexi Amanah,5,5,1432,2148,2864,3580,4296,5012,7160,10740,14320,71600
USD,59,WANITA,Flexi Amanah,10,10,1708,2562,3416,4270,5124,5978,8540,12810,17080,85400
USD,59,WANITA,Flexi Berkah,51,5,17607,26411,35214,44018,52821,61625,82165,123248,164330,821650
USD,59,WANITA,Flexi Berkah,,10,9170,13755,18340,22925,27510,32095,45850,68775,85590,427950
USD,59,WANITA,Flexi Berkah,,15,6790,9549,12732,15915,19098,22281,31830,47745,63660,297100
USD,59,WANITA,Flexi Cermat,15,5,18254,27381,36508,45635,54762,63889,91270,136905,182540,912700
USD,59,WANITA,Flexi Cermat,,10,9662,14493,19324,24155,28986,33817,48310,72465,96620,483100
USD,59,WANITA,Flexi Cermat,25,5,15848,23772,31696,39620,47544,55468,73955,110933,147910,739550
USD,59,WANITA,Flexi Cermat,,10,8221,12332,16442,20553,24663,28774,41105,61658,76730,383650
USD,59,WANITA,Flexi Cermat,,15,5930,8339,11118,13898,16677,19457,27795,41693,55590,259400
USD,59,WANITA,Flexi Cermat,35,5,15192,22788,30384,37980,45576,53172,70895,106343,141790,708950
USD,59,WANITA,Flexi Cermat,,10,7822,11733,15644,19555,23466,27377,39110,58665,73000,365000
USD,59,WANITA,Flexi Cermat,,15,5750,8085,10780,13475,16170,18865,26950,40425,53900,251550
IDR,60,PRIA,Flexi Amanah,YRT,1,21.9,32.9,43.9,54.9,65.8,76.8,109.7,164.6,219.4,1,097.0
IDR,60,PRIA,Flexi Amanah,5,5,26.5,39.8,53.1,66.4,79.6,92.9,132.7,199.1,265.4,1,327.0
IDR,60,PRIA,Flexi Amanah,10,10,32.1,48.2,64.2,80.3,96.3,112.4,160.6,240.8,321.1,1,605.5
IDR,60,PRIA,Flexi Berkah,50,5,152.5,228.7,304.9,381.1,457.4,533.6,711.4,1,067.1,1,422.8,7,114.0
IDR,60,PRIA,Flexi Berkah,,10,79.4,119.1,158.8,198.5,238.2,277.9,397.0,595.5,741.1,3,705.5
IDR,60,PRIA,Flexi Berkah,,15,56.8,79.9,106.5,133.2,159.8,186.4,266.4,399.5,532.7,2,486.0
IDR,60,PRIA,Flexi Cermat,15,5,160.2,240.3,320.5,400.6,480.7,560.8,801.2,1,201.7,1,602.3,8,011.5
IDR,60,PRIA,Flexi Cermat,,10,90.9,136.3,181.7,227.2,272.6,318.0,454.3,681.5,908.6,4,543.0
IDR,60,PRIA,Flexi Cermat,25,5,116.2,174.4,232.5,290.6,348.7,406.8,581.2,813.7,1,084.9,5,424.5
IDR,60,PRIA,Flexi Cermat,,10,68.8,96.8,129.0,161.3,193.5,225.8,322.5,483.8,645.0,3,010.0
IDR,60,PRIA,Flexi Cermat,,15,52.7,75.0,98.7,123.4,148.1,172.8,246.9,370.3,493.7,2,303.5
IDR,60,PRIA,Flexi Cermat,35,5,106.6,159.8,213.1,266.4,319.7,372.9,532.8,745.9,994.5,4,972.5
IDR,60,PRIA,Flexi Cermat,,10,62.0,87.2,116.2,145.3,174.3,203.4,290.5,435.8,581.0,2,711.0
IDR,60,PRIA,Flexi Cermat,,15,46.8,70.2,87.8,109.7,131.6,153.6,219.4,329.1,438.8,2,047.5
USD,60,PRIA,Flexi Amanah,YRT,1,2194,3291,4388,5485,6582,7679,10970,16455,21940,109700
USD,60,PRIA,Flexi Amanah,5,5,2654,3981,5308,6635,7962,9289,13270,19905,26540,132700
USD,60,PRIA,Flexi Amanah,10,10,3211,4817,6422,8028,9633,11239,16055,24083,32110,160550
USD,60,PRIA,Flexi Berkah,50,5,18849,28274,37698,47123,56547,65972,87960,131940,175920,879600
USD,60,PRIA,Flexi Berkah,,10,9818,14727,19636,24545,29454,34363,49090,70000,91630,458150
USD,60,PRIA,Flexi Berkah,,15,7108,9996,13328,16660,19992,23324,33320,49980,66640,311000
USD,60,PRIA,Flexi Cermat,15,5,18333,27500,36666,45833,54999,64166,91665,137498,183330,916650
USD,60,PRIA,Flexi Cermat,,10,9785,14678,19570,24463,29355,34248,48925,73388,97850,489250
USD,60,PRIA,Flexi Cermat,25,5,16506,24759,33012,41265,49518,57771,77030,115545,154060,770300
USD,60,PRIA,Flexi Cermat,,10,8475,12713,16950,21188,25425,29663,42375,63563,79100,395500
USD,60,PRIA,Flexi Cermat,,15,6257,8799,11732,14665,17598,20531,29330,43995,58660,273750
USD,60,PRIA,Flexi Cermat,35,5,16348,24522,32696,40870,49044,57218,76290,114435,152580,762900
USD,60,PRIA,Flexi Cermat,,10,8400,12600,16800,21000,25200,29400,42000,63000,78400,392000
USD,60,PRIA,Flexi Cermat,,15,6168,8675,11566,14458,17349,20241,28915,43373,57830,269850
IDR,60,WANITA,Flexi Amanah,YRT,1,12.7,19.1,25.4,31.8,38.2,44.5,63.6,95.4,127.2,636.0
IDR,60,WANITA,Flexi Amanah,5,5,15.3,23.0,30.6,38.3,45.9,53.6,76.5,114.8,153.0,765.0
IDR,60,WANITA,Flexi Amanah,10,10,18.4,27.6,36.8,46.0,55.2,64.4,92.1,138.1,184.1,920.5
IDR,60,WANITA,Flexi Berkah,50,5,138.2,207.3,276.4,345.5,414.6,483.7,691.0,967.4,1,289.9,6,449.5
IDR,60,WANITA,Flexi Berkah,,10,72.0,101.2,135.0,168.7,202.4,236.2,337.4,506.1,674.8,3,149.0
IDR,60,WANITA,Flexi Berkah,,15,51.0,75.0,95.6,119.5,143.4,167.3,239.0,358.4,477.9,2,230.0
IDR,60,WANITA,Flexi Cermat,15,5,151.6,227.4,303.3,379.1,454.9,530.7,758.2,1,137.2,1,516.3,7,581.5
IDR,60,WANITA,Flexi Cermat,,10,88.2,132.3,176.4,220.5,264.6,308.7,441.1,661.6,882.1,4,410.5
IDR,60,WANITA,Flexi Cermat,25,5,98.4,147.7,196.9,246.1,295.3,344.5,492.2,700.0,918.8,4,594.0
IDR,60,WANITA,Flexi Cermat,,10,57.1,80.4,107.1,133.9,160.7,187.5,267.9,401.8,535.7,2,499.5
IDR,60,WANITA,Flexi Cermat,,15,41.5,62.2,77.7,97.2,116.6,136.0,194.4,291.5,388.7,1,814.0
IDR,60,WANITA,Flexi Cermat,35,5,86.3,129.5,172.6,215.8,259.0,302.1,431.6,647.4,805.6,4,028.0
IDR,60,WANITA,Flexi Cermat,,10,48.1,72.1,90.2,112.7,135.2,157.8,225.4,338.1,450.8,2,104.0
IDR,60,WANITA,Flexi Cermat,,15,33.6,50.4,67.2,78.7,94.4,110.2,157.4,236.1,314.8,1,469.0
USD,60,WANITA,Flexi Amanah,YRT,1,1272,1908,2544,3180,3816,4452,6360,9540,12720,63600
USD,60,WANITA,Flexi Amanah,5,5,1530,2295,3060,3825,4590,5355,7650,11475,15300,76500
USD,60,WANITA,Flexi Amanah,10,10,1841,2762,3682,4603,5523,6444,9205,13808,18410,92050
USD,60,WANITA,Flexi Berkah,50,5,17944,26916,35888,44860,53832,62804,83740,125610,167480,837400
USD,60,WANITA,Flexi Berkah,,10,9346,14019,18692,23365,28038,32711,46730,70000,87230,436150
USD,60,WANITA,Flexi Berkah,,15,6920,9732,12976,16220,19464,22708,32440,48660,64880,302750
USD,60,WANITA,Flexi Cermat,15,5,18322,27483,36644,45805,54966,64127,91610,137415,183220,916100
USD,60,WANITA,Flexi Cermat,,10,9687,14531,19374,24218,29061,33905,48435,72653,96870,484350
USD,60,WANITA,Flexi Cermat,25,5,16043,24065,32086,40108,48129,56151,74865,112298,149730,748650
USD,60,WANITA,Flexi Cermat,,10,8321,12482,16642,20803,24963,29124,41605,62408,77670,388350
USD,60,WANITA,Flexi Cermat,,15,6002,8441,11254,14068,16881,19695,28135,42203,56270,262600
USD,60,WANITA,Flexi Cermat,35,5,15768,23652,31536,39420,47304,55188,73585,110378,147170,735850
USD,60,WANITA,Flexi Cermat,,10,8113,12170,16226,20283,24339,28396,40565,60848,75720,378600
USD,60,WANITA,Flexi Cermat,,15,5962,8385,11180,13975,16770,19565,27950,41925,55900,260850
IDR,61,PRIA,Flexi Amanah,YRT,1,25.9,38.8,51.8,64.7,77.6,90.6,129.4,194.1,258.8,1,294.0
IDR,61,PRIA,Flexi Amanah,5,5,29.6,44.4,59.2,74.1,88.9,103.7,148.1,222.2,296.2,1,481.0
IDR,61,PRIA,Flexi Amanah,10,10,36.3,54.4,72.6,90.7,108.9,127.0,181.5,272.2,362.9,1,814.5
IDR,61,PRIA,Flexi Berkah,49,5,157.4,236.1,314.8,393.5,472.2,550.9,734.6,1,101.9,1,469.2,7,346.0
IDR,61,PRIA,Flexi Berkah,,10,82.0,123.0,164.0,205.0,245.9,286.9,409.9,614.9,765.2,3,826.0
IDR,61,PRIA,Flexi Berkah,,15,58.8,82.7,110.2,137.8,165.3,192.9,275.6,413.3,551.1,2,572.0
IDR,61,PRIA,Flexi Cermat,15,5,161.1,241.7,322.2,402.8,483.3,563.9,805.5,1,208.3,1,611.0,8,055.0
IDR,61,PRIA,Flexi Cermat,,10,91.6,137.3,183.1,228.9,274.7,320.5,457.8,686.7,915.6,4,578.0
IDR,61,PRIA,Flexi Cermat,25,5,121.7,182.6,243.4,304.3,365.1,426.0,608.5,851.9,1,135.8,5,679.0
IDR,61,PRIA,Flexi Cermat,,10,72.9,102.6,136.8,171.0,205.2,239.4,342.0,512.9,683.9,3,191.5
IDR,61,PRIA,Flexi Cermat,,15,56.1,78.9,105.2,131.5,157.8,184.1,263.0,394.5,526.0,2,454.5
IDR,61,PRIA,Flexi Cermat,35,5,114.0,170.9,227.9,284.9,341.9,398.9,569.8,797.8,1,063.7,5,318.5
IDR,61,PRIA,Flexi Cermat,,10,68.1,95.7,127.6,159.6,191.5,223.4,319.1,478.7,638.2,2,978.0
IDR,61,PRIA,Flexi Cermat,,15,51.4,75.0,96.4,120.5,144.6,168.7,241.0,361.5,482.0,2,249.0
USD,61,PRIA,Flexi Amanah,YRT,1,2588,3882,5176,6470,7764,9058,12940,19410,25880,129400
USD,61,PRIA,Flexi Amanah,5,5,2962,4443,5924,7405,8886,10367,14810,22215,29620,148100
USD,61,PRIA,Flexi Amanah,10,10,3629,5444,7258,9073,10887,12702,18145,27218,36290,181450
USD,61,PRIA,Flexi Berkah,49,5,19415,29123,38830,48538,58245,67953,90600,135900,181200,906000
USD,61,PRIA,Flexi Berkah,,10,10112,15168,20224,25280,30336,35392,50560,70778,94370,471850
USD,61,PRIA,Flexi Berkah,,15,7358,10349,13798,17248,20697,24147,34495,51743,68990,321950
USD,61,PRIA,Flexi Cermat,15,5,18401,27602,36802,46003,55203,64404,92005,138008,184010,920050
USD,61,PRIA,Flexi Cermat,,10,9880,14820,19760,24700,29640,34580,49400,74100,98800,494000
USD,61,PRIA,Flexi Cermat,25,5,17063,25595,34126,42658,51189,59721,79625,119438,159250,796250
USD,61,PRIA,Flexi Cermat,,10,9039,13559,18078,22598,27117,31637,45195,67793,84360,421800
USD,61,PRIA,Flexi Cermat,,15,6637,9333,12444,15555,18666,21777,31110,46665,62220,290350
USD,61,PRIA,Flexi Cermat,35,5,16838,25257,33676,42095,50514,58933,78580,117870,157160,785800
USD,61,PRIA,Flexi Cermat,,10,8921,13382,17842,22303,26763,31224,44605,66908,83270,416350
USD,61,PRIA,Flexi Cermat,,15,6528,9180,12240,15300,18360,21420,30600,45900,61200,285600
IDR,61,WANITA,Flexi Amanah,YRT,1,14.9,22.4,29.9,37.4,44.8,52.3,74.7,112.1,149.4,747.0
IDR,61,WANITA,Flexi Amanah,5,5,17.0,25.5,34.1,42.6,51.1,59.6,85.2,127.7,170.3,851.5
IDR,61,WANITA,Flexi Amanah,10,10,20.8,31.2,41.6,52.0,62.4,72.8,104.0,155.9,207.9,1,039.5
IDR,61,WANITA,Flexi Berkah,49,5,142.4,213.6,284.8,356.1,427.3,498.5,700.0,996.9,1,329.2,6,646.0
IDR,61,WANITA,Flexi Berkah,,10,74.2,104.3,139.1,173.9,208.6,243.4,347.7,521.6,695.4,3,245.0
IDR,61,WANITA,Flexi Berkah,,15,53.9,75.8,101.0,126.3,151.6,176.8,252.6,378.9,505.2,2,357.5
IDR,61,WANITA,Flexi Cermat,15,5,152.5,228.7,304.9,381.1,457.4,533.6,762.3,1,143.4,1,524.5,7,622.5
IDR,61,WANITA,Flexi Cermat,,10,88.9,133.3,177.8,222.2,266.7,311.1,444.5,666.7,888.9,4,444.5
IDR,61,WANITA,Flexi Cermat,25,5,102.3,153.5,204.6,255.8,307.0,358.1,511.6,716.3,955.0,4,775.0
IDR,61,WANITA,Flexi Cermat,,10,59.8,84.1,112.1,140.1,168.1,196.1,280.2,420.3,560.4,2,615.0
IDR,61,WANITA,Flexi Cermat,,15,43.5,65.3,81.6,102.1,122.5,142.9,204.1,306.2,408.2,1,905.0
IDR,61,WANITA,Flexi Cermat,35,5,93.2,139.8,186.4,233.0,279.6,326.2,466.1,699.1,870.0,4,350.0
IDR,61,WANITA,Flexi Cermat,,10,52.8,75.0,98.9,123.7,148.4,173.1,247.3,371.0,494.6,2,308.5
IDR,61,WANITA,Flexi Cermat,,15,36.9,55.3,73.7,86.4,103.7,121.0,172.8,259.2,345.6,1,613.0
USD,61,WANITA,Flexi Amanah,YRT,1,1494,2241,2988,3735,4482,5229,7470,11205,14940,74700
USD,61,WANITA,Flexi Amanah,5,5,1703,2555,3406,4258,5109,5961,8515,12773,17030,85150
USD,61,WANITA,Flexi Amanah,10,10,2079,3119,4158,5198,6237,7277,10395,15593,20790,103950
USD,61,WANITA,Flexi Berkah,49,5,18482,27723,36964,46205,55446,64687,86250,129375,172500,862500
USD,61,WANITA,Flexi Berkah,,10,9626,14439,19252,24065,28878,33691,48130,70000,89850,449250
USD,61,WANITA,Flexi Berkah,,15,7127,10023,13364,16705,20046,23387,33410,50115,66820,311800
USD,61,WANITA,Flexi Cermat,15,5,18372,27558,36744,45930,55116,64302,91860,137790,183720,918600
USD,61,WANITA,Flexi Cermat,,10,9780,14670,19560,24450,29340,34230,48900,73350,97800,489000
USD,61,WANITA,Flexi Cermat,25,5,16595,24893,33190,41488,49785,58083,77445,116168,154890,774450
USD,61,WANITA,Flexi Cermat,,10,8860,13290,17720,22150,26580,31010,44300,66450,82690,413450
USD,61,WANITA,Flexi Cermat,,15,6386,8981,11974,14968,17961,20955,29935,44903,59870,279350
USD,61,WANITA,Flexi Cermat,35,5,16373,24560,32746,40933,49119,57306,76410,114615,152820,764100
USD,61,WANITA,Flexi Cermat,,10,8648,12972,17296,21620,25944,30268,43240,64860,80710,403550
USD,61,WANITA,Flexi Cermat,,15,6313,8877,11836,14795,17754,20713,29590,44385,59180,276200
IDR,62,PRIA,Flexi Amanah,YRT,1,29.8,44.7,59.7,74.6,89.5,104.4,149.2,223.7,298.3,1,491.5
IDR,62,PRIA,Flexi Amanah,5,5,32.7,49.1,65.4,81.8,98.1,114.5,163.5,245.3,327.0,1,635.0
IDR,62,PRIA,Flexi Amanah,10,10,40.5,60.7,80.9,101.2,121.4,141.6,202.4,303.5,404.7,2,023.5
IDR,62,PRIA,Flexi Berkah,48,5,162.4,243.6,324.7,405.9,487.1,568.3,757.7,1,136.6,1,515.4,7,577.0
IDR,62,PRIA,Flexi Berkah,,10,84.6,126.8,169.1,211.4,253.7,296.0,422.8,634.2,789.3,3,946.5
IDR,62,PRIA,Flexi Berkah,,15,60.8,85.4,113.9,142.4,170.9,199.4,284.8,427.2,569.6,2,658.0
IDR,62,PRIA,Flexi Cermat,15,5,162.0,243.0,323.9,404.9,485.9,566.9,809.9,1,214.8,1,619.7,8,098.5
IDR,62,PRIA,Flexi Cermat,,10,92.3,138.4,184.5,230.6,276.8,322.9,461.3,691.9,922.5,4,612.5
IDR,62,PRIA,Flexi Cermat,25,5,127.1,190.7,254.2,317.8,381.3,444.9,635.6,889.8,1,186.4,5,932.0
IDR,62,PRIA,Flexi Cermat,,10,76.3,114.4,152.5,190.6,228.8,266.9,381.3,571.9,711.6,3,558.0
IDR,62,PRIA,Flexi Cermat,,15,59.4,83.5,111.3,139.2,167.0,194.8,278.4,417.5,556.7,2,597.5
IDR,62,PRIA,Flexi Cermat,35,5,119.5,179.2,238.9,298.6,358.4,418.1,597.3,836.2,1,114.9,5,574.5
IDR,62,PRIA,Flexi Cermat,,10,72.3,101.7,135.6,169.5,203.4,237.3,339.0,508.4,677.9,3,163.5
IDR,62,PRIA,Flexi Cermat,,15,54.7,77.0,102.6,128.3,154.0,179.6,256.6,384.9,513.2,2,395.0
USD,62,PRIA,Flexi Amanah,YRT,1,2983,4475,5966,7458,8949,10441,14915,22373,29830,149150
USD,62,PRIA,Flexi Amanah,5,5,3270,4905,6540,8175,9810,11445,16350,24525,32700,163500
USD,62,PRIA,Flexi Amanah,10,10,4047,6071,8094,10118,12141,14165,20235,30353,40470,202350
USD,62,PRIA,Flexi Berkah,48,5,19980,29970,39960,49950,59940,69930,93240,139860,186480,932400
USD,62,PRIA,Flexi Berkah,,10,10406,15609,20812,26015,31218,36421,52030,72848,97130,485650
USD,62,PRIA,Flexi Berkah,,15,7500,10700,14266,17833,21399,24966,35665,53498,70000,332900
USD,62,PRIA,Flexi Cermat,15,5,18470,27705,36940,46175,55410,64645,92350,138525,184700,923500
USD,62,PRIA,Flexi Cermat,,10,9974,14961,19948,24935,29922,34909,49870,74805,99740,498700
USD,62,PRIA,Flexi Cermat,25,5,17618,26427,35236,44045,52854,61663,82220,123330,164440,822200
USD,62,PRIA,Flexi Cermat,,10,9604,14406,19208,24010,28812,33614,48020,70000,89640,448200
USD,62,PRIA,Flexi Cermat,,15,7018,9869,13158,16448,19737,23027,32895,49343,65790,307000
USD,62,PRIA,Flexi Cermat,35,5,17330,25995,34660,43325,51990,60655,80870,121305,161740,808700
USD,62,PRIA,Flexi Cermat,,10,9443,14165,18886,23608,28329,33051,47215,70000,88130,440650
